onet_soc_code,task_id,task_statement
49-9052.00,11864,Participate in the construction or removal of telecommunication towers or associated support structures.
49-9061.00,8437,"Adjust cameras, photographic mechanisms, or equipment such as range and view finders, shutters, light meters, or lens systems, using hand tools."
49-9061.00,8436,"Disassemble equipment to gain access to defect, using hand tools."
49-9061.00,8440,"Test equipment performance, focus of lens system, diaphragm alignment, lens mounts, or film transport, using precision gauges."
49-9061.00,8438,"Clean and lubricate cameras and polish camera lenses, using cleaning materials and work aids."
49-9061.00,8442,Requisition parts or materials.
49-9061.00,8435,"Calibrate and verify accuracy of light meters, shutter diaphragm operation, or lens carriers, using timing instruments."
49-9061.00,8441,"Examine cameras, equipment, processed film, or laboratory reports to diagnose malfunction, using work aids and specifications."
49-9061.00,8443,"Read and interpret engineering drawings, diagrams, instructions, or specifications to determine needed repairs, fabrication method, and operation sequence."
49-9061.00,8439,"Measure parts to verify specified dimensions or settings, such as camera shutter speed or light meter reading accuracy, using measuring instruments."
49-9061.00,8444,"Fabricate or modify defective electronic, electrical, or mechanical components, using bench lathe, milling machine, shaper, grinder, or precision hand tools, according to specifications."
49-9061.00,20808,"Install electrical assemblies and wiring in aircraft camera housings and memory cards or film in cameras, following blueprints and using hand tools and soldering equipment."
49-9061.00,8445,"Assemble aircraft cameras, still or motion picture cameras, photographic equipment, or frames, using diagrams, blueprints, bench machines, hand tools, or power tools."
49-9061.00,8447,Record test data and document fabrication techniques on reports.
49-9061.00,8448,"Lay out reference points and dimensions on parts or metal stock to be machined, using precision measuring instruments."
49-9061.00,8449,"Recommend design changes or upgrades of microfilming, film-developing, or photographic equipment."
49-9062.00,3066,"Test or calibrate components or equipment, following manufacturers' manuals and troubleshooting techniques, using hand tools, power tools, or measuring devices."
49-9062.00,3065,"Perform preventive maintenance or service, such as cleaning, lubricating, or adjusting equipment."
49-9062.00,23980,"Inspect, test, or troubleshoot malfunctioning medical or related equipment, following manufacturers' specifications and using test and analysis instruments."
49-9062.00,3064,"Keep records of maintenance, repair, and required updates of equipment."
49-9062.00,3063,"Disassemble malfunctioning equipment and remove, repair, or replace defective parts, such as motors, clutches, or transformers."
49-9062.00,3062,Examine medical equipment or facility's structural environment and check for proper use of equipment to protect patients and staff from electrical or mechanical hazards and to ensure compliance with safety regulations.
49-9062.00,23981,Install medical equipment.
49-9062.00,3071,"Test, evaluate, and classify excess or in-use medical equipment and determine serviceability, condition, and disposition, in accordance with regulations."
49-9062.00,3069,"Plan and carry out work assignments, using blueprints, schematic drawings, technical manuals, wiring diagrams, or liquid or air flow sheets, following prescribed regulations, directives, or other instructions as required."
49-9062.00,3068,Study technical manuals or attend training sessions provided by equipment manufacturers to maintain current knowledge.
49-9062.00,3067,Explain or demonstrate correct operation or preventive maintenance of medical equipment to personnel.
49-9062.00,3072,"Research catalogs or repair part lists to locate sources for repair parts, requisitioning parts and recording their receipt."
49-9062.00,3077,"Repair shop equipment, metal furniture, or hospital equipment, including welding broken parts or replacing missing parts, or bring item into local shop for major repairs."
49-9062.00,3070,"Solder loose connections, using soldering iron."
49-9062.00,3075,"Compute power and space requirements for installing medical, dental, or related equipment and install units to manufacturers' specifications."
49-9062.00,3073,"Evaluate technical specifications to identify equipment or systems best suited for intended use and possible purchase, based on specifications, user needs, or technical requirements."
49-9062.00,3074,Contribute expertise to develop medical maintenance standard operating procedures.
49-9062.00,3079,"Fabricate, dress down, or substitute parts or major new items to modify equipment to meet unique operational or research needs, working from job orders, sketches, modification orders, samples, or discussions with operating officials."
49-9062.00,3076,Supervise or advise subordinate personnel.
49-9062.00,3078,"Make computations relating to load requirements of wiring or equipment, using algebraic expressions and standard formulas."
49-9063.00,11866,"Adjust string tensions to tune instruments, using hand tools and electronic tuning devices."
49-9063.00,11871,Compare instrument pitches with tuning tool pitches to tune instruments.
49-9063.00,11865,Play instruments to evaluate their sound quality and to locate any defects.
49-9063.00,11867,Disassemble instruments and parts for repair and adjustment.
49-9063.00,11873,"Repair or replace musical instrument parts and components, such as strings, bridges, felts, and keys, using hand and power tools."
49-9063.00,11870,"Reassemble instruments following repair, using hand tools and power tools and glue, hair, yarn, resin, or clamps, and lubricate instruments as necessary."
49-9063.00,11868,"Inspect instruments to locate defects, and to determine their value or the level of restoration required."
49-9063.00,11875,"Shape old parts and replacement parts to improve tone or intonation, using hand tools, lathes, or soldering irons."
49-9063.00,11872,"String instruments, and adjust trusses and bridges of instruments to obtain specified string tensions and heights."
49-9063.00,11869,"Repair cracks in wood or metal instruments, using pinning wire, lathes, fillers, clamps, or soldering irons."
49-9063.00,11874,"Polish instruments, using rags and polishing compounds, buffing wheels, or burnishing tools."
49-9063.00,11877,Mix and measure glue that will be used for instrument repair.
49-9063.00,11878,Align pads and keys on reed or wind instruments.
49-9063.00,11880,Solder posts and parts to hold them in their proper places.
49-9063.00,11881,"Remove dents and burrs from metal instruments, using mallets and burnishing tools."
49-9063.00,11879,"Adjust felt hammers on pianos to increase tonal mellowness or brilliance, using sanding paddles, lacquer, or needles."
49-9063.00,11891,"Remove irregularities from tuning pins, strings, and hammers of pianos, using wood blocks or filing tools."
49-9063.00,11896,"Strike wood, fiberglass, or metal bars of instruments, and use tuned blocks, stroboscopes, or electronic tuners to evaluate tones made by instruments."
49-9063.00,11876,"Make wood replacement parts, using woodworking machines and hand tools."
49-9063.00,11884,"Refinish instruments to protect and decorate them, using hand tools, buffing tools, and varnish."
49-9063.00,11898,Assemble and install new pipe organs and pianos in buildings.
49-9063.00,11885,Deliver pianos to purchasers or to locations of their use.
49-9063.00,11882,Wash metal instruments in lacquer-stripping and cyanide solutions to remove lacquer and tarnish.
49-9063.00,11887,Refinish and polish piano cabinets or cases to prepare them for sale.
49-9064.00,14977,"Clean, rinse, and dry timepiece parts, using solutions and ultrasonic or mechanical watch-cleaning machines."
49-9064.00,14984,"Adjust timing regulators, using truing calipers, watch-rate recorders, and tweezers."
